vectorizer,dimensions,classifier,round,vector_time (s),train_time (s),accuracy,precision,recall,f1
Pt-BR_GloVe,50,lstm,0,45.145134999998845,306.5216895000194,0.9911581569115816,0.9922335297268345,0.988791032826261,0.9905092902018446
Pt-BR_GloVe,50,lstm,1,44.45234709998476,368.38915400000405,0.9913449564134496,0.9927643038992362,0.9886575927408594,0.9907066925185533
Pt-BR_GloVe,50,lstm,2,44.673862600000575,368.0776458999899,0.9914694894146949,0.9922387260805566,0.9894582332532693,0.9908465290305337
Pt-BR_GloVe,50,lstm,3,44.88282620001701,391.44748620002065,0.9913449564134496,0.9917101216740206,0.9897251134240725,0.9907166232551926
Pt-BR_GloVe,50,lstm,4,44.75826410000445,395.7067182000028,0.9917808219178083,0.9913240790176188,0.9910595142780891,0.9911917789937275
Pt-BR_GloVe,50,lstm,5,44.04940910000005,375.12033999999403,0.9907222914072229,0.9896013864818024,0.9905257539364826,0.9900633544514839
Pt-BR_GloVe,50,lstm,6,43.81413500002236,380.9212367,0.9908468244084683,0.98921294446664,0.9911929543634908,0.9902019596080783
Pt-BR_GloVe,50,lstm,7,44.067466099979356,384.4952774000121,0.9910958904109589,0.9907864868473761,0.9901254336802775,0.9904558499632918
Pt-BR_GloVe,50,lstm,8,40.70472820001305,369.9173776000098,0.9914072229140722,0.9893560404470463,0.992260475046704,0.9908061292471686
Pt-BR_GloVe,50,lstm,9,43.67672930000117,347.3814715000044,0.9911581569115816,0.9940860215053764,0.9869228716306379,0.990491495915361
Pt-BR_GloVe,100,lstm,0,94.21521930000006,178.98416179999992,0.9920921544209216,0.9919861092560438,0.9910595142780891,0.991522595287364
Pt-BR_GloVe,100,lstm,1,94.78822009999999,178.29008629999998,0.9921544209215442,0.9923817161186849,0.9907926341072858,0.9915865384615384
Pt-BR_GloVe,100,lstm,2,94.49267110000005,188.43358149999995,0.9922166874221668,0.991988249432501,0.9913263944488925,0.9916572115063739
Pt-BR_GloVe,100,lstm,3,97.31370609999999,187.35117730000002,0.9928393524283935,0.9939750970678806,0.9906591940218842,0.9923143754594667
Pt-BR_GloVe,100,lstm,4,98.46430510000005,179.88895269999966,0.9922789539227895,0.9917267147050974,0.9917267147050974,0.9917267147050974
Pt-BR_GloVe,100,lstm,5,96.04910919999975,205.67983449999974,0.9924034869240349,0.9912046908315565,0.9925273552175073,0.9918655820776103
Pt-BR_GloVe,100,lstm,6,82.61169299999983,187.97246700000005,0.9920921544209216,0.9929078014184397,0.9901254336802775,0.9915146655976481
Pt-BR_GloVe,100,lstm,7,80.3953289000001,165.39210950000006,0.9927148194271482,0.9923908690428515,0.9919935948759008,0.9921921921921922
Pt-BR_GloVe,100,lstm,8,82.46517330000006,202.27910920000022,0.9925280199252802,0.9930462690558973,0.9909260741926875,0.9919850387389796
Pt-BR_GloVe,100,lstm,9,80.65970489999972,180.66081669999994,0.9920921544209216,0.991854720256376,0.9911929543634908,0.9915237268904759
Pt-BR_GloVe,300,lstm,0,216.18261509999957,267.9300499999995,0.9930261519302616,0.9937132156233279,0.9913263944488925,0.9925183700734803
Pt-BR_GloVe,300,lstm,1,223.68798289999995,434.3198775000001,0.9931506849315068,0.9921354305518528,0.9931945556445156,0.9926647105894905
Pt-BR_GloVe,300,lstm,2,227.79094390000046,344.6998872000004,0.9930261519302616,0.9937132156233279,0.9913263944488925,0.9925183700734803
Pt-BR_GloVe,300,lstm,3,220.9706113000002,431.6204008000004,0.9930884184308841,0.9938461538461538,0.9913263944488925,0.9925846749949897
Pt-BR_GloVe,300,lstm,4,223.69721040000059,416.7848154000003,0.9931506849315068,0.993979127642494,0.9913263944488925,0.9926509887760555
Pt-BR_GloVe,300,lstm,5,227.0992242000002,293.32116680000036,0.9933374844333749,0.9941137123745819,0.9915932746196957,0.992851893914089
Pt-BR_GloVe,300,lstm,6,220.0604389,468.5479853000006,0.9931506849315068,0.9937148970312918,0.9915932746196957,0.9926529521773978
Pt-BR_GloVe,300,lstm,7,226.71543949999977,292.6488798999999,0.9932752179327522,0.9922687283391096,0.9933279957299173,0.9927980794878635
Pt-BR_GloVe,300,lstm,8,214.25810310000088,573.9523353999994,0.9931506849315068,0.9934509489441326,0.991860154790499,0.9926549145299145
Pt-BR_GloVe,300,lstm,9,226.8037574000009,650.2692322999992,0.9933374844333749,0.9937174174575591,0.9919935948759008,0.9928547579298832
Pt-BR_GloVe,600,lstm,0,415.0038027999999,1638.395633,0.9934620174346201,0.993719096619003,0.992260475046704,0.9929892501836148
Pt-BR_GloVe,600,lstm,1,407.2853930000001,1581.9007534999982,0.9930261519302616,0.9920021327645961,0.9930611155591139,0.9925313416911177
Pt-BR_GloVe,600,lstm,2,425.84794989999864,1590.2235108000004,0.9933374844333749,0.9937174174575591,0.9919935948759008,0.9928547579298832
Pt-BR_GloVe,600,lstm,3,424.51909859999796,973.6477582000007,0.9929016189290162,0.9922625400213447,0.9925273552175073,0.9923949299533021
Pt-BR_GloVe,600,lstm,4,421.57784399999946,1165.4819633000006,0.9927770859277708,0.9925233644859813,0.9919935948759008,0.9922584089695675
Pt-BR_GloVe,600,lstm,5,411.73165329999756,667.5106545999988,0.9929638854296389,0.9920010665244634,0.9929276754737123,0.9924641547182393
Pt-BR_GloVe,600,lstm,6,416.00036179999734,1090.2161265000032,0.9929638854296389,0.9931845516504076,0.9917267147050974,0.9924550978166522
Pt-BR_GloVe,600,lstm,7,418.65001129999655,1616.4054615999994,0.9929638854296389,0.9930527722110889,0.991860154790499,0.9924561052139663
Pt-BR_GloVe,600,lstm,8,408.74999059999755,1552.5650050999975,0.9933374844333749,0.9929267316161751,0.9927942353883107,0.9928604790818709
Pt-BR_GloVe,600,lstm,9,415.2885731999995,1663.2815031999999,0.9930261519302616,0.9951703783203649,0.9898585535094743,0.9925073588439924
Pt-BR_GloVe,1000,lstm,0,816.1972168000001,888.3186751000001,0.9927770859277708,0.9933137202460551,0.9911929543634908,0.9922522041143468
Pt-BR_GloVe,1000,lstm,1,746.4258483000001,1047.0251363000002,0.9929016189290162,0.992131234995999,0.992660795302909,0.9923959445037354
Pt-BR_GloVe,1000,lstm,2,703.1973481000005,1116.9443083999995,0.9933374844333749,0.9939815433997593,0.9917267147050974,0.9928528488410928
Pt-BR_GloVe,1000,lstm,3,694.9018421999999,1273.6064255000001,0.9933997509339975,0.9934544483034998,0.9923939151321057,0.9929238985313753
Pt-BR_GloVe,1000,lstm,4,694.3665721999996,1052.588372600001,0.9928393524283935,0.9926558953131259,0.9919935948759008,0.992324634585864
Pt-BR_GloVe,1000,lstm,5,690.4974265000001,2139.0301051000006,0.9929016189290162,0.9918688349773394,0.9929276754737123,0.9923979727927448
Pt-BR_GloVe,1000,lstm,6,697.9941087000007,1876.48034,0.9930261519302616,0.9918710021321961,0.9931945556445156,0.9925323376450194
Pt-BR_GloVe,1000,lstm,7,701.0536052000007,1210.5755005999981,0.9929638854296389,0.9947714170800376,0.9901254336802775,0.9924429880291581
Pt-BR_GloVe,1000,lstm,8,689.8940545999976,1617.373226300002,0.9930261519302616,0.9930537002404488,0.9919935948759008,0.9925233644859813
Pt-BR_GloVe,1000,lstm,9,699.4190638,1706.629871000001,0.9926525529265255,0.9938403856454204,0.9903923138510808,0.9921133538297019
Pt-BR_GloVe,50,mixed,0,50.8885448,1118.3790826999998,0.9910958904109589,0.9892186876081459,0.9917267147050974,0.9904711134803759
Pt-BR_GloVe,50,mixed,1,74.47969650000005,1148.0697939,0.9915940224159402,0.9913206035518761,0.9906591940218842,0.9909897884268838
Pt-BR_GloVe,50,mixed,2,62.10543340000004,1223.1257330000003,0.9915940224159402,0.990927284856571,0.9910595142780891,0.9909933951564479
Pt-BR_GloVe,50,mixed,3,61.011276199999884,1253.5166594000002,0.9919676214196762,0.991721191080251,0.9910595142780891,0.9913902422745778
Pt-BR_GloVe,50,mixed,4,57.46277420000024,1157.8269768999999,0.9915317559153176,0.9922397645169923,0.9895916733386709,0.9909139497594869
Pt-BR_GloVe,50,mixed,5,61.604473499999585,1243.5624329000002,0.9923412204234122,0.9913344887348353,0.992260475046704,0.9917972657552517
Pt-BR_GloVe,50,mixed,6,58.162450400000125,1146.1228792000002,0.9914694894146949,0.9904012798293561,0.9913263944488925,0.9908636212070691
Pt-BR_GloVe,50,mixed,7,57.949966700000004,1561.257725899999,0.9919676214196762,0.9923786602486964,0.9903923138510808,0.9913844920857543
Pt-BR_GloVe,50,mixed,8,57.66517070000009,1378.812227800001,0.9914072229140722,0.9910547396528705,0.9905257539364826,0.9907901761879339
Pt-BR_GloVe,50,mixed,9,61.28709130000061,1123.8171039999997,0.9915940224159402,0.99171455298677,0.9902588737656792,0.9909861788075047
Pt-BR_GloVe,100,mixed,0,109.5513248999996,1556.160749499999,0.9927770859277708,0.9937098501070664,0.9907926341072858,0.9922490979553655
Pt-BR_GloVe,100,mixed,1,107.75594460000138,1127.9074509000002,0.9925902864259029,0.9910773738180849,0.9930611155591139,0.9920682530160634
Pt-BR_GloVe,100,mixed,2,102.8908319000002,1691.6348916999996,0.9927770859277708,0.9918666666666667,0.992660795302909,0.9922635720955049
Pt-BR_GloVe,100,mixed,3,102.03368219999902,1531.9630725000025,0.9918430884184308,0.9919818254710677,0.9905257539364826,0.991253254990986
Pt-BR_GloVe,100,mixed,4,102.35008350000135,1218.2599926000003,0.9922789539227895,0.9912023460410557,0.992260475046704,0.9917311283008802
Pt-BR_GloVe,100,mixed,5,108.66794609999852,1453.8384001000013,0.9926525529265255,0.9935760171306209,0.9906591940218842,0.9921154617132166
Pt-BR_GloVe,100,mixed,6,104.16489120000188,1210.3560392,0.9924657534246575,0.9902912621359223,0.9935948759007206,0.991940318390728
Pt-BR_GloVe,100,mixed,7,105.16084129999945,1815.3567494000017,0.9922166874221668,0.9942320590207914,0.9890579129970644,0.9916382366713492
Pt-BR_GloVe,100,mixed,8,98.17764439999883,1599.4890427999999,0.9923412204234122,0.9921217786086259,0.9914598345342941,0.9917906961222719
Pt-BR_GloVe,100,mixed,9,106.35647570000219,1175.998246799998,0.9923412204234122,0.9929115955597164,0.9906591940218842,0.9917841159575178
Pt-BR_GloVe,300,mixed,0,314.1079514000012,2099.2522175000013,0.9928393524283935,0.9939750970678806,0.9906591940218842,0.9923143754594667
Pt-BR_GloVe,300,mixed,1,311.5256412000017,1542.4038410999965,0.9927148194271482,0.9910797497004393,0.9933279957299173,0.9922025991336221
Pt-BR_GloVe,300,mixed,2,210.77322039999854,1997.8873217,0.9931506849315068,0.9925293489861259,0.9927942353883107,0.9926617745163442
Pt-BR_GloVe,300,mixed,3,213.68076839999412,1416.625918699996,0.9927770859277708,0.9917355371900827,0.9927942353883107,0.9922646038943719
Pt-BR_GloVe,300,mixed,4,324.70761889999994,1632.5299925,0.9924034869240349,0.9927807486631016,0.9909260741926875,0.9918525444103113
Pt-BR_GloVe,300,mixed,5,282.1690107000031,1560.5147612,0.9930261519302616,0.9923959445037354,0.992660795302909,0.9925283522348233
Pt-BR_GloVe,300,mixed,6,279.8744141000061,1402.8814394999936,0.9929638854296389,0.993844506891476,0.9910595142780891,0.9924500567916082
Pt-BR_GloVe,300,mixed,7,239.63512980000087,1619.8593476000024,0.9931506849315068,0.9941113490364025,0.9911929543634908,0.992650006681812
Pt-BR_GloVe,300,mixed,8,289.13729199999943,1541.7800177999961,0.9922789539227895,0.9905484558040468,0.9929276754737123,0.9917366386778622
Pt-BR_GloVe,300,mixed,9,280.5652794999987,1357.1866796999966,0.9927770859277708,0.9917355371900827,0.9927942353883107,0.9922646038943719
Pt-BR_GloVe,600,mixed,0,520.1277489999993,1684.6382520000043,0.9924657534246575,0.9937056381411544,0.9901254336802775,0.9919123053271841
Pt-BR_GloVe,600,mixed,1,560.3758203999969,1323.0693783000024,0.9925280199252802,0.9926509887760556,0.9913263944488925,0.9919882494325011
Pt-BR_GloVe,600,mixed,2,412.17096319999837,1690.2116924000002,0.9927148194271482,0.9926539334847069,0.9917267147050974,0.9921901074694613
Pt-BR_GloVe,600,mixed,3,395.294647600007,2018.598293199997,0.9924034869240349,0.9929125434608184,0.9907926341072858,0.9918514560512957
Pt-BR_GloVe,600,mixed,4,655.6381437999953,1536.0258713000003,0.9932129514321295,0.9933199732798931,0.9921270349613024,0.9927231457373655
Pt-BR_GloVe,600,mixed,5,694.6152268000001,1076.6478324,0.9927148194271482,0.992522366137001,0.991860154790499,0.9921911499699659
Pt-BR_GloVe,600,mixed,6,654.6018089999998,1051.9822333000002,0.9923412204234122,0.9935717155484131,0.9899919935948759,0.9917786244235011
Pt-BR_GloVe,600,mixed,7,651.6886325999999,1119.0858523999996,0.9925280199252802,0.9960979547900969,0.9878569522284494,0.991960337665818
Pt-BR_GloVe,600,mixed,8,654.9692883999996,1432.1460752000003,0.9922166874221668,0.9934377929556716,0.9898585535094743,0.9916449435198182
Pt-BR_GloVe,600,mixed,9,424.9196626,1171.8945241000001,0.9925280199252802,0.9914689416155692,0.9925273552175073,0.991997866097626
Pt-BR_GloVe,1000,mixed,0,920.3873936,1233.1240431,0.9927148194271482,0.9919967987194878,0.9923939151321057,0.9921953171903142
Pt-BR_GloVe,1000,mixed,1,925.9102019000002,1157.0042784000002,0.9929016189290162,0.9941081949651848,0.9906591940218842,0.992380697767678
Pt-BR_GloVe,1000,mixed,2,928.0695494000001,1267.2701997000004,0.9924034869240349,0.9925173703901656,0.9911929543634908,0.991854720256376
Pt-BR_GloVe,1000,mixed,3,962.8451738999993,1697.2940816,0.9926525529265255,0.9935760171306209,0.9906591940218842,0.9921154617132166
Pt-BR_GloVe,1000,mixed,4,922.6636027999994,1174.2392065999993,0.9922166874221668,0.9925143697366662,0.9907926341072858,0.9916527545909849
Pt-BR_GloVe,1000,mixed,5,926.0538403999999,1631.8235191000003,0.9927148194271482,0.9908183632734531,0.9935948759007206,0.9922046771936837
Pt-BR_GloVe,1000,mixed,6,918.5549979000007,1178.7180550000012,0.9921544209215442,0.9922501336183859,0.9909260741926875,0.9915876619041261
Pt-BR_GloVe,1000,mixed,7,942.8890456000008,2078.581044300001,0.9926525529265255,0.9939726761317975,0.9902588737656792,0.9921122994652406
Pt-BR_GloVe,1000,mixed,8,685.6518370000013,1311.5667783999997,0.9925280199252802,0.9922563417890521,0.9917267147050974,0.991991457554725
Pt-BR_GloVe,1000,mixed,9,1170.3775743000006,1900.174541299999,0.9924034869240349,0.9913356438283124,0.9923939151321057,0.9918644971992531
Pt-BR_FastText,50,cnn,0,56.70686860000001,198.75641000000007,0.9893524283935243,0.9923356192012909,0.9847878302642114,0.9885473176612417
Pt-BR_FastText,50,cnn,1,59.314857600000096,252.94895799999995,0.9901618929016189,0.9899812984237243,0.9889244729116626,0.989452603471295
Pt-BR_FastText,50,cnn,2,56.12390570000002,235.2327097,0.989227895392279,0.9885226211130388,0.9883907125700561,0.988456662440782
Pt-BR_FastText,50,cnn,3,57.548862799999824,199.27572259999988,0.9897260273972602,0.9898409303569041,0.9881238323992527,0.9889816360601001
Pt-BR_FastText,50,cnn,4,57.759503700000096,256.38220620000016,0.9898505603985056,0.9911563714323999,0.9870563117160395,0.9891020926656416
Pt-BR_FastText,50,cnn,5,57.55700590000015,252.45391530000006,0.9891656288916563,0.988,0.988791032826261,0.9883953581432573
Pt-BR_FastText,50,cnn,6,54.67299129999992,275.4451694999998,0.9898505603985056,0.9897127588510354,0.9885241526554577,0.9891180986714734
Pt-BR_FastText,50,cnn,7,55.111777600000096,277.3967482999997,0.9902864259028643,0.9905080213903743,0.9886575927408594,0.989581942032857
Pt-BR_FastText,50,cnn,8,58.89824150000004,275.2447072,0.9895392278953923,0.991941982272361,0.9855884707766213,0.9887550200803213
Pt-BR_FastText,50,cnn,9,54.83480200000031,235.95232729999998,0.9897260273972602,0.9910223770601635,0.9869228716306379,0.9889683760112322
Pt-BR_FastText,100,cnn,0,103.37763589999986,253.46943389999979,0.9902864259028643,0.990114881111408,0.9890579129970644,0.9895861148197597
Pt-BR_FastText,100,cnn,1,89.91590309999992,109.91763739999988,0.9908468244084683,0.9924922911918488,0.9878569522284494,0.9901691968166924
Pt-BR_FastText,100,cnn,2,94.73918570000023,108.57531780000045,0.9902241594022416,0.9919538688480622,0.9870563117160395,0.9894990301652064
Pt-BR_FastText,100,cnn,3,95.28150740000001,109.38114930000029,0.9903486924034869,0.992352072990742,0.9869228716306379,0.9896300260921924
Pt-BR_FastText,100,cnn,4,96.38448320000043,111.70962650000001,0.9907845579078456,0.9938155418123151,0.9863891112890312,0.9900884007500669
Pt-BR_FastText,100,cnn,5,104.0112678000005,101.87418630000047,0.9905977584059776,0.9924882629107982,0.9873231918868428,0.9898989898989898
Pt-BR_FastText,100,cnn,6,70.53869570000006,109.33597050000026,0.9898505603985056,0.99340422667923,0.9847878302642114,0.9890772632848621
Pt-BR_FastText,100,cnn,7,73.84428260000004,109.46400460000041,0.9902864259028643,0.9902458578300374,0.9889244729116626,0.9895847242622512
Pt-BR_FastText,100,cnn,8,68.32766820000052,102.96990419999929,0.990535491905355,0.9913008565310493,0.9883907125700561,0.9898436455966859
Pt-BR_FastText,100,cnn,9,68.65654209999957,103.77788130000044,0.9904732254047323,0.989465262034938,0.9901254336802775,0.9897952377776295
Pt-BR_FastText,300,cnn,0,256.8529182000002,178.66158859999996,0.9915940224159402,0.9944899879048515,0.9874566319722444,0.9909608302644793
Pt-BR_FastText,300,cnn,1,204.19273350000003,187.0922339000008,0.9911581569115816,0.9927613941018767,0.9882572724846543,0.9905042129196202
Pt-BR_FastText,300,cnn,2,201.29317160000028,191.53166370000054,0.9910336239103362,0.9906542056074766,0.9901254336802775,0.9903897490656701
Pt-BR_FastText,300,cnn,3,203.68831750000027,199.61301879999974,0.9914694894146949,0.9922387260805566,0.9894582332532693,0.9908465290305337
Pt-BR_FastText,300,cnn,4,207.86939139999959,184.0682321000004,0.9912204234122043,0.9923664122137404,0.988791032826261,0.990575496290355
Pt-BR_FastText,300,cnn,5,197.45255389999966,181.2884151999997,0.9908468244084683,0.9894736842105263,0.9909260741926875,0.9901993466231082
Pt-BR_FastText,300,cnn,6,193.89325439999993,187.52072659999976,0.9908468244084683,0.9893432796057013,0.9910595142780891,0.9902006532897807
Pt-BR_FastText,300,cnn,7,193.6784794999985,182.61272090000057,0.9914694894146949,0.9923704992638201,0.9893247931678676,0.9908453057133311
Pt-BR_FastText,300,cnn,8,194.20649930000036,181.04513469999983,0.9910958904109589,0.9910487641950568,0.9898585535094743,0.9904533012884705
Pt-BR_FastText,300,cnn,9,192.0240200999997,181.55559509999875,0.9905977584059776,0.9926204213068563,0.9871897518014412,0.9898976383220713
Pt-BR_FastText,600,cnn,0,377.06025600000066,285.4268393000002,0.9912204234122043,0.9926303095269998,0.9885241526554577,0.9905729758641438
Pt-BR_FastText,600,cnn,1,381.6650761000001,280.63333109999985,0.9911581569115816,0.9931580359538503,0.9878569522284494,0.9905004013914905
Pt-BR_FastText,600,cnn,2,379.5878513000007,291.0971737,0.9910336239103362,0.99091637723751,0.9898585535094743,0.9903871829105474
Pt-BR_FastText,600,cnn,3,380.04175289999876,292.59869079999953,0.9912204234122043,0.9917079042396684,0.9894582332532693,0.9905817914634961
Pt-BR_FastText,600,cnn,4,377.93161150000014,287.53607100000045,0.9912826899128269,0.9938221864088101,0.9874566319722444,0.9906291834002677
Pt-BR_FastText,600,cnn,5,382.9012278000009,296.24845599999935,0.9905977584059776,0.9914335430330612,0.9883907125700561,0.989909789508854
Pt-BR_FastText,600,cnn,6,382.639756999999,283.1903659999989,0.9912826899128269,0.9911835426128773,0.9901254336802775,0.9906542056074766
Pt-BR_FastText,600,cnn,7,382.40770619999967,286.07134439999936,0.9915317559153176,0.9910571276027763,0.9907926341072858,0.9909248632056586
Pt-BR_FastText,600,cnn,8,383.97405509999953,284.41757490000055,0.9910958904109589,0.9917056856187291,0.989191353082466,0.9904469236421939
Pt-BR_FastText,600,cnn,9,379.09874200000013,287.7235453000012,0.9913449564134496,0.9911847201816482,0.9902588737656792,0.9907215806688472
Pt-BR_FastText,1000,cnn,0,630.5632259000013,458.8017887999995,0.9910958904109589,0.9913113220157733,0.9895916733386709,0.9904507512520869
Pt-BR_FastText,1000,cnn,1,636.3425943000002,473.7942378000007,0.9914072229140722,0.9938238453276047,0.9877235121430478,0.9907642885825191
Pt-BR_FastText,1000,cnn,2,633.1011818000006,451.12887709999995,0.9907222914072229,0.9903858993190012,0.9897251134240725,0.9900553961155978
Pt-BR_FastText,1000,cnn,3,631.1031670000011,459.7169181999998,0.9903486924034869,0.992484230304657,0.9867894315452362,0.9896286383405821
Pt-BR_FastText,1000,cnn,4,627.6419773999987,453.35468050000054,0.9907222914072229,0.9922262431309476,0.9878569522284494,0.9900367769976596
Pt-BR_FastText,1000,cnn,5,634.6978867000034,456.9813909000004,0.990909090909091,0.9894750865973888,0.9910595142780891,0.9902666666666667
Pt-BR_FastText,1000,cnn,6,626.2434805000012,465.164025500002,0.9913449564134496,0.9918416477196736,0.9895916733386709,0.9907153830739429
Pt-BR_FastText,1000,cnn,7,633.8911988,448.31160660000023,0.990535491905355,0.9899893219434063,0.9897251134240725,0.9898572000533831
Pt-BR_FastText,1000,cnn,8,639.1809783000026,516.4008493000001,0.9909713574097135,0.9903910316295209,0.9902588737656792,0.9903249482885167
Pt-BR_FastText,1000,cnn,9,638.4224185000021,482.23969849999776,0.9909713574097135,0.9898680175976536,0.9907926341072858,0.9903301100366788
Pt-BR_FastText,50,lstm,0,40.504459299998416,200.5927316999987,0.9912204234122043,0.993158953722334,0.9879903923138511,0.990567930965282
Pt-BR_FastText,50,lstm,1,39.256603100002394,207.70427769999878,0.9915940224159402,0.9923725411481332,0.9895916733386709,0.9909801563439566
Pt-BR_FastText,50,lstm,2,39.68508400000064,207.19375919999948,0.9918430884184308,0.9905396402398401,0.9919935948759008,0.9912660844056271
Pt-BR_FastText,50,lstm,3,39.83901229999901,192.3394346999994,0.9913449564134496,0.9930285561067167,0.9883907125700561,0.9907042065137431
Pt-BR_FastText,50,lstm,4,39.382435099996655,202.64864060000036,0.990535491905355,0.9884246939861628,0.9913263944488925,0.989873417721519
Pt-BR_FastText,50,lstm,5,39.524274100000184,192.42736749999676,0.9915317559153176,0.9913194444444444,0.9905257539364826,0.9909224402616473
Pt-BR_FastText,50,lstm,6,38.763716000001295,193.43929950000165,0.9921544209215442,0.9925133689839573,0.9906591940218842,0.991585414718846
Pt-BR_FastText,50,lstm,7,39.35276310000336,226.69546719999926,0.9913449564134496,0.9918416477196736,0.9895916733386709,0.9907153830739429
Pt-BR_FastText,50,lstm,8,39.08456870000009,220.1138682000019,0.9913449564134496,0.991315965263861,0.9901254336802775,0.99072034181187
Pt-BR_FastText,50,lstm,9,35.247224099999585,199.6704217000006,0.9916562889165629,0.9902744471089795,0.991860154790499,0.9910666666666667
Pt-BR_FastText,100,lstm,0,68.65463430000091,247.90164489999734,0.9921544209215442,0.9919871794871795,0.9911929543634908,0.9915899078894673
Pt-BR_FastText,100,lstm,1,65.56327880000026,235.3479238,0.9918430884184308,0.9913252368877619,0.9911929543634908,0.9912590912123841
Pt-BR_FastText,100,lstm,2,68.18012240000098,227.4141462000007,0.9915940224159402,0.9914518498731134,0.9905257539364826,0.9909885855416861
Pt-BR_FastText,100,lstm,3,68.4591849999997,225.2687425999975,0.9917808219178083,0.9940939597315436,0.9882572724846543,0.991167023554604
Pt-BR_FastText,100,lstm,4,68.41396320000058,269.72442109999974,0.9922166874221668,0.9918568949405954,0.9914598345342941,0.9916583249916583
Pt-BR_FastText,100,lstm,5,67.49191680000149,247.43249509999805,0.9917185554171856,0.9918481892289189,0.9903923138510808,0.9911197168992455
Pt-BR_FastText,100,lstm,6,65.95709729999726,241.2538870999997,0.9921544209215442,0.9918558077436582,0.9913263944488925,0.9915910304324613
Pt-BR_FastText,100,lstm,7,69.8875537999993,297.6334855999994,0.9921544209215442,0.9930406852248393,0.9901254336802775,0.9915809167446211
Pt-BR_FastText,100,lstm,8,67.21761190000325,283.1520726999988,0.9914694894146949,0.990009324630345,0.9917267147050974,0.9908672755149657
Pt-BR_FastText,100,lstm,9,66.39831410000625,238.49976269999752,0.9917808219178083,0.9915865384615384,0.9907926341072858,0.9911894273127753
Pt-BR_FastText,300,lstm,0,180.78764460000093,373.37136169999576,0.9921544209215442,0.9918558077436582,0.9913263944488925,0.9915910304324613
Pt-BR_FastText,300,lstm,1,181.74430370000482,452.74337039999955,0.9917185554171856,0.9901451591423625,0.9921270349613024,0.9911351063120709
Pt-BR_FastText,300,lstm,2,180.69451319999644,447.5589278999978,0.9921544209215442,0.9917245061398825,0.9914598345342941,0.9915921526758309
Pt-BR_FastText,300,lstm,3,181.5392215000029,428.97083620000194,0.9921544209215442,0.9943639291465378,0.988791032826261,0.9915696507426736
Pt-BR_FastText,300,lstm,4,181.49283170000126,538.6208972000022,0.9926525529265255,0.9931799946509762,0.9910595142780891,0.9921186214266631
Pt-BR_FastText,300,lstm,5,183.30406190000213,505.5114930999989,0.9919053549190535,0.9918514560512958,0.9907926341072858,0.9913217623497996
Pt-BR_FastText,300,lstm,6,182.5527224999969,495.1649572000024,0.9919676214196762,0.9919839679358717,0.9907926341072858,0.9913879431203686
Pt-BR_FastText,300,lstm,7,183.7472615000006,437.8926474000036,0.9917808219178083,0.9934316353887399,0.9889244729116626,0.9911729303196468
Pt-BR_FastText,300,lstm,8,182.2034810000041,543.857285500002,0.9921544209215442,0.9942312852159915,0.9889244729116626,0.9915707786994916
Pt-BR_FastText,300,lstm,9,303.07641259999946,366.9550878000009,0.9918430884184308,0.9943601450248423,0.9881238323992527,0.9912321799076368
Pt-BR_FastText,600,lstm,0,484.24617449998914,851.280843200002,0.9925280199252802,0.9926509887760556,0.9913263944488925,0.9919882494325011
Pt-BR_FastText,600,lstm,1,471.1904203000013,579.4937321999896,0.9924657534246575,0.993573436872406,0.9902588737656792,0.9919133863530041
Pt-BR_FastText,600,lstm,2,369.3291379000002,542.2555235999898,0.9921544209215442,0.9929087503344929,0.9902588737656792,0.9915820416889364
Pt-BR_FastText,600,lstm,3,375.14521129999775,576.5710420000105,0.9925280199252802,0.9939710610932476,0.9899919935948759,0.9919775371038909
Pt-BR_FastText,600,lstm,4,382.6781207000022,555.6653164000018,0.9926525529265255,0.993048128342246,0.9911929543634908,0.9921196741017764
Pt-BR_FastText,600,lstm,5,363.20225810000557,572.9490065999998,0.9920921544209216,0.9910678576189841,0.9919935948759008,0.9915305101700567
Pt-BR_FastText,600,lstm,6,355.3608430000022,505.2462214999978,0.9924657534246575,0.992255307784751,0.9915932746196957,0.99192418073817
Pt-BR_FastText,600,lstm,7,363.09914260001096,524.2364310000121,0.9924034869240349,0.9933083511777302,0.9903923138510808,0.9918481892289189
Pt-BR_FastText,600,lstm,8,355.7771364000073,512.2686352000019,0.9927148194271482,0.9942382419938363,0.9901254336802775,0.9921775757170556
Pt-BR_FastText,600,lstm,9,358.3372403999965,960.0196009999927,0.9925902864259029,0.9937073236042309,0.9903923138510808,0.9920470493884915
Pt-BR_FastText,1000,lstm,0,596.5252946999972,944.7898164999933,0.9924657534246575,0.9946330336777137,0.989191353082466,0.9919047300461632
Pt-BR_FastText,1000,lstm,1,642.3062036000047,826.654806800012,0.9916562889165629,0.9923735616804924,0.9897251134240725,0.9910475681453769
Pt-BR_FastText,1000,lstm,2,638.8894628999988,1455.531138700011,0.9924657534246575,0.9947658032478862,0.9890579129970644,0.9919036467045835
Pt-BR_FastText,1000,lstm,3,648.031819900003,1343.1940055000014,0.9920298879202989,0.992906852248394,0.9899919935948759,0.9914472805024723
Pt-BR_FastText,1000,lstm,4,642.5344977999921,1102.7603036999935,0.9919676214196762,0.9925103651197004,0.9902588737656792,0.9913833411261772
